,YEAR,CONSTITUENCY,NAME,WINNER,PARTY,GENDER,VOTES,ELECTORS,VOTERS,VALID VOTES,TURNOUT,PREDICTED WINNER
13770,1996,MANNARGUDI,P. TAMILARASAN,N,MDMK,M,14582,170116,124643,120076,0.7326941616308872,N
13771,1996,MANNARGUDI,R. DHANALAKSHMI,N,PMK,F,875,170116,124643,120076,0.7326941616308872,N
13771,1996,MANNARGUDI,R. DHANALAKSHMI,N,PMK,F,875,170116,124643,120076,0.7326941616308872,N
13772,1996,MANNARGUDI,S. RAJAGOPALAN,N,IND,M,259,170116,124643,120076,0.7326941616308872,N
13772,1996,MANNARGUDI,S. RAJAGOPALAN,N,IND,M,259,170116,124643,120076,0.7326941616308872,N
13773,1996,MANNARGUDI,A. GOPI,N,IND,M,119,170116,124643,120076,0.7326941616308872,N
13774,1996,MANNARGUDI,K. RAMALINKAM,N,IND,M,99,170116,124643,120076,0.7326941616308872,N
13775,1996,MANNARGUDI,N. LAKSHMANAN,N,IND,M,90,170116,124643,120076,0.7326941616308872,N
13776,1996,MANNARGUDI,R.G. RAMATHAS CHETTIAR,N,IND,M,87,170116,124643,120076,0.7326941616308872,W
13777,1996,MANNARGUDI,G. RAGHAVAN,N,SHS,M,80,170116,124643,120076,0.7326941616308872,N
13777,1996,MANNARGUDI,G. RAGHAVAN,N,SHS,M,80,170116,124643,120076,0.7326941616308872,N
13778,1996,MANNARGUDI,V. VEDANAYAGI,N,IND,F,59,170116,124643,120076,0.7326941616308872,N
13779,1996,MANNARGUDI,K. JEEVANANDAM,N,IND,M,54,170116,124643,120076,0.7326941616308872,N
13780,1996,PATTUKKOTTAI,BALASUBRAMANIAN P.,W,DMK,M,69880,171478,121753,117423,0.7100211105797828,N
13781,1996,PATTUKKOTTAI,BASKARAN SEENI,N,ADMK,M,36259,171478,121753,117423,0.7100211105797828,N
13782,1996,PATTUKKOTTAI,RENGANATHAN G.,N,MDMK,M,9656,171478,121753,117423,0.7100211105797828,N
13783,1996,PATTUKKOTTAI,NAMACHIVAYAMK.M.,N,BJP,M,1268,171478,121753,117423,0.7100211105797828,N
13784,1996,PATTUKKOTTAI,SAKTHIVEL V.,N,IND,M,184,171478,121753,117423,0.7100211105797828,N
13785,1996,PATTUKKOTTAI,VAITHIYANATHAN N.,N,IND,M,93,171478,121753,117423,0.7100211105797828,N
13785,1996,PATTUKKOTTAI,VAITHIYANATHAN N.,N,IND,M,93,171478,121753,117423,0.7100211105797828,N
13786,1996,PATTUKKOTTAI,RAMALINGAMN.,N,IND,M,83,171478,121753,117423,0.7100211105797828,N
13787,1996,PERAVURANI,THIRUGNANASAMBANDAMV.,W,TMC(M),M,70112,162336,127004,119484,0.7823526512911492,N
13788,1996,PERAVURANI,SAKTHIVEL K.,N,INC,M,30472,162336,127004,119484,0.7823526512911492,N
13789,1996,PERAVURANI,LENIN M.K.,N,MDMK,M,16151,162336,127004,119484,0.7823526512911492,N
13790,1996,PERAVURANI,RAMASAMY PON.,N,BJP,M,1475,162336,127004,119484,0.7823526512911492,N
13790,1996,PERAVURANI,RAMASAMY PON.,N,BJP,M,1475,162336,127004,119484,0.7823526512911492,N
13791,1996,PERAVURANI,KANDASAMY K.,N,IND,M,944,162336,127004,119484,0.7823526512911492,W
13792,1996,PERAVURANI,JAYARAMAN C.,N,IND,M,184,162336,127004,119484,0.7823526512911492,N
13792,1996,PERAVURANI,JAYARAMAN C.,N,IND,M,184,162336,127004,119484,0.7823526512911492,N
13793,1996,PERAVURANI,VEERATHAMILAN S.,N,IND,M,146,162336,127004,119484,0.7823526512911492,N
13794,1996,ORATHANAD,RAJAMANICKAMP.,W,DMK,M,68213,165160,124825,119175,0.7557822717364979,N
13795,1996,ORATHANAD,SURIYAMOORTHY V.,N,ADMK,M,37864,165160,124825,119175,0.7557822717364979,N
13796,1996,ORATHANAD,GANESAN L.,N,MDMK,M,13098,165160,124825,119175,0.7557822717364979,N
13797,1996,THIRUVONAM,RAMACHANDRAN N.,W,DMK,M,72403,176055,131996,126215,0.7497429780466331,N
13798,1996,THIRUVONAM,THANGAMUTHU K.,N,ADMK,M,40853,176055,131996,126215,0.7497429780466331,N
13798,1996,THIRUVONAM,THANGAMUTHU K.,N,ADMK,M,40853,176055,131996,126215,0.7497429780466331,W
13799,1996,THIRUVONAM,BALAKRISHNAN DURAI,N,MDMK,M,9524,176055,131996,126215,0.7497429780466331,N
13800,1996,THIRUVONAM,KUNJUPILLAI MUTHARAIYAR K.,N,PMK,M,771,176055,131996,126215,0.7497429780466331,N
13801,1996,THIRUVONAM,NEDUNCHEZHIAN R.,N,IND,M,652,176055,131996,126215,0.7497429780466331,N
13802,1996,THIRUVONAM,KALIAPERUMAL M.,N,IND,M,446,176055,131996,126215,0.7497429780466331,N
13803,1996,THIRUVONAM,SAMIAIYA T.,N,IND,M,380,176055,131996,126215,0.7497429780466331,N
13803,1996,THIRUVONAM,SAMIAIYA T.,N,IND,M,380,176055,131996,126215,0.7497429780466331,N
13804,1996,THIRUVONAM,KALIAPERUMAL YADAVA V.,N,IND,M,237,176055,131996,126215,0.7497429780466331,N
13805,1996,THIRUVONAM,BALAIYAN C.,N,IND,M,230,176055,131996,126215,0.7497429780466331,N
13806,1996,THIRUVONAM,PALAIYAN N.,N,IND,M,192,176055,131996,126215,0.7497429780466331,N
13807,1996,THIRUVONAM,RAJU UDAYAR V.,N,IND,M,148,176055,131996,126215,0.7497429780466331,W
13808,1996,THIRUVONAM,RAGUPATHY R.M.,N,IND,M,138,176055,131996,126215,0.7497429780466331,N
13809,1996,THIRUVONAM,ARUMUGAMVANDAYAR A.,N,IND,M,101,176055,131996,126215,0.7497429780466331,W
13810,1996,THIRUVONAM,GUNASEELAN K.,N,THMM,M,87,176055,131996,126215,0.7497429780466331,N
13811,1996,THIRUVONAM,NARAYANAN R.,N,IND,M,53,176055,131996,126215,0.7497429780466331,N
13812,1996,THANJAVUR,UBAYADULLAH S.N.M.,W,DMK,M,79471,188675,123920,120738,0.6567907777925003,N
13812,1996,THANJAVUR,UBAYADULLAH S.N.M.,W,DMK,M,79471,188675,123920,120738,0.6567907777925003,W
13813,1996,THANJAVUR,SOMASUNDARAMS.D.,N,ADMK,M,34389,188675,123920,120738,0.6567907777925003,N
13813,1996,THANJAVUR,SOMASUNDARAMS.D.,N,ADMK,M,34389,188675,123920,120738,0.6567907777925003,W
13814,1996,THANJAVUR,VELUCHAMY K.,N,MDMK,M,5012,188675,123920,120738,0.6567907777925003,N
13815,1996,THANJAVUR,DHANARAJAN K.A.,N,IND,M,269,188675,123920,120738,0.6567907777925003,N
13816,1996,THANJAVUR,SEKAR P.,N,IND,M,222,188675,123920,120738,0.6567907777925003,N
13817,1996,THANJAVUR,BALASUBRAMANIAN G.,N,IND,M,173,188675,123920,120738,0.6567907777925003,N
13818,1996,THANJAVUR,JAGANMOHAN A.P.,N,IND,M,152,188675,123920,120738,0.6567907777925003,N
13819,1996,THANJAVUR,KAILASAMK.,N,IND,M,127,188675,123920,120738,0.6567907777925003,N
13819,1996,THANJAVUR,KAILASAMK.,N,IND,M,127,188675,123920,120738,0.6567907777925003,N
13820,1996,THANJAVUR,RAVEENDRAN NAMBIVAYAL,N,IND,M,103,188675,123920,120738,0.6567907777925003,N
13820,1996,THANJAVUR,RAVEENDRAN NAMBIVAYAL,N,IND,M,103,188675,123920,120738,0.6567907777925003,N
13821,1996,THANJAVUR,ARULMOZHIRAJAN K.,N,IND,M,98,188675,123920,120738,0.6567907777925003,N
13821,1996,THANJAVUR,ARULMOZHIRAJAN K.,N,IND,M,98,188675,123920,120738,0.6567907777925003,N
13822,1996,THANJAVUR,KARUTHAPPANDIAN T.K.,N,IND,M,98,188675,123920,120738,0.6567907777925003,N
13823,1996,THANJAVUR,SUNDARAMOORTHY K.,N,IND,M,94,188675,123920,120738,0.6567907777925003,N
13823,1996,THANJAVUR,SUNDARAMOORTHY K.,N,IND,M,94,188675,123920,120738,0.6567907777925003,N
13824,1996,THANJAVUR,SINGARAVEL A.,N,IND,M,77,188675,123920,120738,0.6567907777925003,N
13825,1996,THANJAVUR,KUMAR S.S.,N,IND,M,76,188675,123920,120738,0.6567907777925003,N
13826,1996,THANJAVUR,THIRAVIYAMB.,N,IND,M,72,188675,123920,120738,0.6567907777925003,N
13827,1996,THANJAVUR,ANBZHAGAN T.,N,IND,M,70,188675,123920,120738,0.6567907777925003,N
13828,1996,THANJAVUR,BOOPATHY T.S.,N,IND,M,65,188675,123920,120738,0.6567907777925003,N
13829,1996,THANJAVUR,MUNIYANDI S.,N,IND,M,48,188675,123920,120738,0.6567907777925003,N
13830,1996,THANJAVUR,VIJAYARANGAN S.,N,IND,M,43,188675,123920,120738,0.6567907777925003,N
13831,1996,THANJAVUR,MAHENDIRAN K.C.,N,IND,M,40,188675,123920,120738,0.6567907777925003,N
13832,1996,THANJAVUR,SOZHAMANNAR KANAKARAJA K.,N,IND,M,39,188675,123920,120738,0.6567907777925003,N
13832,1996,THANJAVUR,SOZHAMANNAR KANAKARAJA K.,N,IND,M,39,188675,123920,120738,0.6567907777925003,N
13833,1996,TIRUVAIYARU,CHANDRASEKARAN D.,W,DMK,M,57429,145062,106618,101974,0.7349822834374268,N
13834,1996,TIRUVAIYARU,SUBRAMANIAN M.,N,ADMK,M,30418,145062,106618,101974,0.7349822834374268,N
13835,1996,TIRUVAIYARU,JEEVAKUMAR V.,N,CPM,M,9489,145062,106618,101974,0.7349822834374268,N
13836,1996,TIRUVAIYARU,VASUKI JAYARAMAN J.,N,IND,F,2551,145062,106618,101974,0.7349822834374268,N
13837,1996,TIRUVAIYARU,SIVAKUMAR J.,N,BJP,M,826,145062,106618,101974,0.7349822834374268,N
13837,1996,TIRUVAIYARU,SIVAKUMAR J.,N,BJP,M,826,145062,106618,101974,0.7349822834374268,N
13838,1996,TIRUVAIYARU,SUBRAMANIAN A.,N,IND,M,326,145062,106618,101974,0.7349822834374268,N
13838,1996,TIRUVAIYARU,SUBRAMANIAN A.,N,IND,M,326,145062,106618,101974,0.7349822834374268,N
13839,1996,TIRUVAIYARU,BASKARAN L.,N,IND,M,253,145062,106618,101974,0.7349822834374268,N
13840,1996,TIRUVAIYARU,RAJA A.M.,N,IND,M,228,145062,106618,101974,0.7349822834374268,N
13841,1996,TIRUVAIYARU,JOTHIRAJ G.,N,ATMK,M,165,145062,106618,101974,0.7349822834374268,N
13842,1996,TIRUVAIYARU,VASUDEVAN @ VIJAYARAJA,N,IND,M,156,145062,106618,101974,0.7349822834374268,N
13843,1996,TIRUVAIYARU,HAJA MYDEEN M.A.,N,IND,M,133,145062,106618,101974,0.7349822834374268,N
13843,1996,TIRUVAIYARU,HAJA MYDEEN M.A.,N,IND,M,133,145062,106618,101974,0.7349822834374268,N
13844,1996,PAPANASAM,N. KARUPPANNA ODAYAR,W,TMC(M),M,58757,155985,111337,103810,0.7137673494246242,N
13845,1996,PAPANASAM,R. THIRUNAVUKKARASU,N,IND,M,20415,155985,111337,103810,0.7137673494246242,W
13846,1996,PAPANASAM,A.M. MOHAN,N,PMK,M,8326,155985,111337,103810,0.7137673494246242,N
13846,1996,PAPANASAM,A.M. MOHAN,N,PMK,M,8326,155985,111337,103810,0.7137673494246242,W
13847,1996,PAPANASAM,K. ARUMUGHAM,N,MDMK,M,5367,155985,111337,103810,0.7137673494246242,N
13848,1996,PAPANASAM,R. VARATHARAJAN,N,IND,M,4595,155985,111337,103810,0.7137673494246242,N
13849,1996,PAPANASAM,T.M. MANI,N,IND,M,4150,155985,111337,103810,0.7137673494246242,N
13850,1996,PAPANASAM,N. PALANICHAMY,N,IND,M,806,155985,111337,103810,0.7137673494246242,N
13851,1996,PAPANASAM,J. NAINA MOHAMED,N,IND,M,239,155985,111337,103810,0.7137673494246242,N
13851,1996,PAPANASAM,J. NAINA MOHAMED,N,IND,M,239,155985,111337,103810,0.7137673494246242,N
13852,1996,PAPANASAM,K.A. UMAR HATHAB,N,IND,M,213,155985,111337,103810,0.7137673494246242,N
13853,1996,PAPANASAM,A. RAGAVAN,N,IND,M,186,155985,111337,103810,0.7137673494246242,W
13853,1996,PAPANASAM,A. RAGAVAN,N,IND,M,186,155985,111337,103810,0.7137673494246242,N
13854,1996,PAPANASAM,D. SAMPATH KUMAR,N,IND,M,172,155985,111337,103810,0.7137673494246242,N
13855,1996,PAPANASAM,K. MOOVEANTHAN,N,IND,M,159,155985,111337,103810,0.7137673494246242,N
13856,1996,PAPANASAM,R. NAVAMURTHY,N,IND,M,135,155985,111337,103810,0.7137673494246242,N
13856,1996,PAPANASAM,R. NAVAMURTHY,N,IND,M,135,155985,111337,103810,0.7137673494246242,N
13857,1996,PAPANASAM,T. ABDUL RAHMAN,N,IND,M,86,155985,111337,103810,0.7137673494246242,N
13857,1996,PAPANASAM,T. ABDUL RAHMAN,N,IND,M,86,155985,111337,103810,0.7137673494246242,N
13858,1996,PAPANASAM,N. KANKASABAI,N,IND,M,86,155985,111337,103810,0.7137673494246242,N
13859,1996,PAPANASAM,SOWRIRAJAN B. KUDANTHAI,N,IND,M,50,155985,111337,103810,0.7137673494246242,N
13860,1996,PAPANASAM,N. KUMARAVELU,N,IND,M,38,155985,111337,103810,0.7137673494246242,N
13861,1996,PAPANASAM,R. ALAHAR,N,IND,M,30,155985,111337,103810,0.7137673494246242,N
13862,1996,VALANGIMAN,GOMATHI SRINIVASAN,W,DMK,F,48019,137058,101244,94555,0.7386945672634943,N
13863,1996,VALANGIMAN,VIVEKANANDAN V.,N,ADMK,M,27508,137058,101244,94555,0.7386945672634943,N
13863,1996,VALANGIMAN,VIVEKANANDAN V.,N,ADMK,M,27508,137058,101244,94555,0.7386945672634943,W
13864,1996,VALANGIMAN,JOHN PANDIYAN S.,N,IND,M,11984,137058,101244,94555,0.7386945672634943,N
13865,1996,VALANGIMAN,MALATHI M.,N,CPM,F,4567,137058,101244,94555,0.7386945672634943,N
13866,1996,VALANGIMAN,VASU M.,N,IND,M,950,137058,101244,94555,0.7386945672634943,N
13867,1996,VALANGIMAN,PANDIYAN R.,N,IND,M,473,137058,101244,94555,0.7386945672634943,N
13868,1996,VALANGIMAN,BOOBALASUBRAMANIAN P.,N,JP,M,433,137058,101244,94555,0.7386945672634943,N
13868,1996,VALANGIMAN,BOOBALASUBRAMANIAN P.,N,JP,M,433,137058,101244,94555,0.7386945672634943,N
13869,1996,VALANGIMAN,KALIYAMURTHY P.,N,PMK,M,337,137058,101244,94555,0.7386945672634943,N
13869,1996,VALANGIMAN,KALIYAMURTHY P.,N,PMK,M,337,137058,101244,94555,0.7386945672634943,N
13870,1996,VALANGIMAN,GOWTHAMAN M.,N,IND,M,195,137058,101244,94555,0.7386945672634943,N
13871,1996,VALANGIMAN,MAHALINGAMO.,N,IND,M,89,137058,101244,94555,0.7386945672634943,N
13872,1996,KUMBAKONAM,MANI K.S.,W,DMK,M,69849,169247,116809,113224,0.6901688065371913,N
13873,1996,KUMBAKONAM,ERAMANATHAMERAMA,N,ADMK,M,34539,169247,116809,113224,0.6901688065371913,N
13874,1996,KUMBAKONAM,KALIAPERUMAL V.,N,MDMK,M,3221,169247,116809,113224,0.6901688065371913,N
13875,1996,KUMBAKONAM,NAGARAJ A.H.,N,BJP,M,1582,169247,116809,113224,0.6901688065371913,N
13876,1996,KUMBAKONAM,BALASUBRAMANIAN G.,N,IND,M,1537,169247,116809,113224,0.6901688065371913,N
13877,1996,KUMBAKONAM,SANTHANARAMAN,N,IND,M,1031,169247,116809,113224,0.6901688065371913,N
13878,1996,KUMBAKONAM,SANKARAN T.,N,IND,M,441,169247,116809,113224,0.6901688065371913,N
13879,1996,KUMBAKONAM,BALAKRISHNAN N.,N,IND,M,127,169247,116809,113224,0.6901688065371913,N
13880,1996,KUMBAKONAM,UPPILI SRINIVASAN,N,IND,M,112,169247,116809,113224,0.6901688065371913,N
13881,1996,KUMBAKONAM,KRISHNA KUMAR R.,N,IND,M,93,169247,116809,113224,0.6901688065371913,N
13882,1996,KUMBAKONAM,PERUMAL V.,N,IND,M,81,169247,116809,113224,0.6901688065371913,N
13883,1996,KUMBAKONAM,SUBRAMANIAN A.,N,IND,M,80,169247,116809,113224,0.6901688065371913,N
13884,1996,KUMBAKONAM,RAJANGAMK.,N,IND,M,70,169247,116809,113224,0.6901688065371913,N
13884,1996,KUMBAKONAM,RAJANGAMK.,N,IND,M,70,169247,116809,113224,0.6901688065371913,N
13885,1996,KUMBAKONAM,AIYAPPAN S.,N,IND,M,68,169247,116809,113224,0.6901688065371913,N
13886,1996,KUMBAKONAM,BALANAGAMAIYYAN K.,N,IND,M,67,169247,116809,113224,0.6901688065371913,N
13886,1996,KUMBAKONAM,BALANAGAMAIYYAN K.,N,IND,M,67,169247,116809,113224,0.6901688065371913,N
13887,1996,KUMBAKONAM,SIVARAJ K.,N,IND,M,54,169247,116809,113224,0.6901688065371913,N
13888,1996,KUMBAKONAM,SELVARAJ A.,N,IND,M,53,169247,116809,113224,0.6901688065371913,N
13889,1996,KUMBAKONAM,RAVI KUMAR M.,N,IND,M,53,169247,116809,113224,0.6901688065371913,N
13889,1996,KUMBAKONAM,RAVI KUMAR M.,N,IND,M,53,169247,116809,113224,0.6901688065371913,N
13890,1996,KUMBAKONAM,RAVICHANDRAN K.,N,M  TLJ,M,50,169247,116809,113224,0.6901688065371913,N
13891,1996,KUMBAKONAM,MUTHIAN ALIAS K.G.K. MOORTHY,N,IND,M,44,169247,116809,113224,0.6901688065371913,N
13892,1996,KUMBAKONAM,SELVAMG.,N,IND,M,35,169247,116809,113224,0.6901688065371913,N
13893,1996,KUMBAKONAM,HAJAMYDEEN K.,N,IND,M,20,169247,116809,113224,0.6901688065371913,W
13894,1996,KUMBAKONAM,THIRUNAVUKKARASU R.,N,IND,M,17,169247,116809,113224,0.6901688065371913,N
13895,1996,THIRUVIDAMARUDUR,RAMALINGAMS.,W,DMK,M,70500,166439,124378,118155,0.7472887964960135,N
13896,1996,THIRUVIDAMARUDUR,LOGANATHAN T.R.,N,INC,M,28559,166439,124378,118155,0.7472887964960135,N
13897,1996,THIRUVIDAMARUDUR,ALAYAMANI G,N,PMK,M,9506,166439,124378,118155,0.7472887964960135,N
13898,1996,THIRUVIDAMARUDUR,MURUGAN R.,N,MDMK,M,4684,166439,124378,118155,0.7472887964960135,N
13899,1996,THIRUVIDAMARUDUR,GANDHIMATHI K.,N,IND,M,3168,166439,124378,118155,0.7472887964960135,N
13900,1996,THIRUVIDAMARUDUR,KANNAIYAN T.,N,CPI(ML)(L),M,622,166439,124378,118155,0.7472887964960135,N
13900,1996,THIRUVIDAMARUDUR,KANNAIYAN T.,N,CPI(ML)(L),M,622,166439,124378,118155,0.7472887964960135,N
13901,1996,THIRUVIDAMARUDUR,MANIMOORTHY G.,N,IND,M,484,166439,124378,118155,0.7472887964960135,N
13902,1996,THIRUVIDAMARUDUR,KANNAPIRAN V.S.,N,IND,M,228,166439,124378,118155,0.7472887964960135,N
13903,1996,THIRUVIDAMARUDUR,SANKARRAMAN R.,N,IND,M,227,166439,124378,118155,0.7472887964960135,N
13904,1996,THIRUVIDAMARUDUR,HARIKRISHNAN S.,N,IND,M,92,166439,124378,118155,0.7472887964960135,N
13905,1996,THIRUVIDAMARUDUR,VEERAMANI V.G.,N,IND,M,85,166439,124378,118155,0.7472887964960135,N
13906,1996,THIRUMAYAM,CHINNAIAH V.,W,TMC(M),M,53552,181332,119107,113093,0.6568449032713476,W
13907,1996,THIRUMAYAM,REGUPATHY S.,N,ADMK,M,41664,181332,119107,113093,0.6568449032713476,N
13907,1996,THIRUMAYAM,REGUPATHY S.,N,ADMK,M,41664,181332,119107,113093,0.6568449032713476,W
13908,1996,THIRUMAYAM,ANNATHURAI G.,N,IND,M,5569,181332,119107,113093,0.6568449032713476,N
13909,1996,THIRUMAYAM,PAVANAN R.,N,MDMK,M,4385,181332,119107,113093,0.6568449032713476,N
13910,1996,THIRUMAYAM,SUBBAIAH P.,N,IND,M,2875,181332,119107,113093,0.6568449032713476,N
13911,1996,THIRUMAYAM,ALAGURAJ M.,N,AIIC(T),M,1829,181332,119107,113093,0.6568449032713476,N
13912,1996,THIRUMAYAM,VENKATACHALAMA.,N,IND,M,1327,181332,119107,113093,0.6568449032713476,N
13913,1996,THIRUMAYAM,MUTHUANNAN R.M.,N,IND,M,512,181332,119107,113093,0.6568449032713476,N
13913,1996,THIRUMAYAM,MUTHUANNAN R.M.,N,IND,M,512,181332,119107,113093,0.6568449032713476,N
13914,1996,THIRUMAYAM,ANBALAGAN M.,N,IND,M,510,181332,119107,113093,0.6568449032713476,N
13915,1996,THIRUMAYAM,ALAGAPPAN AL.,N,IND,M,264,181332,119107,113093,0.6568449032713476,N
13915,1996,THIRUMAYAM,ALAGAPPAN AL.,N,IND,M,264,181332,119107,113093,0.6568449032713476,N
13916,1996,THIRUMAYAM,KARUTHAPANDIAN T.K.,N,IND,M,202,181332,119107,113093,0.6568449032713476,N
13917,1996,THIRUMAYAM,SIVA @ SIVAMANI A.,N,BSP,M,200,181332,119107,113093,0.6568449032713476,N
13917,1996,THIRUMAYAM,SIVA @ SIVAMANI A.,N,BSP,M,200,181332,119107,113093,0.6568449032713476,N
13918,1996,THIRUMAYAM,THEERTHAR RM.,N,IND,M,143,181332,119107,113093,0.6568449032713476,N
13919,1996,THIRUMAYAM,RARMANATHAN S.S.RM.,N,IND,M,61,181332,119107,113093,0.6568449032713476,N
13920,1996,KOLATHUR,SELVARAJ ALIAS KAVITHAIPITHAN,W,DMK,M,72706,191515,139868,132474,0.7303239955094901,N
13921,1996,KOLATHUR,KARUPPAYEE A.,N,ADMK,F,48550,191515,139868,132474,0.7303239955094901,N
13922,1996,KOLATHUR,GUNASEKARAN R.,N,MDMK,M,7209,191515,139868,132474,0.7303239955094901,N
13923,1996,KOLATHUR,MATHIMARAN C.,N,AIIC(T),M,1831,191515,139868,132474,0.7303239955094901,N
13924,1996,KOLATHUR,KALIMUTHU M.C.,N,IND,M,462,191515,139868,132474,0.7303239955094901,N
13925,1996,KOLATHUR,CHENNASAMY A.,N,IND,M,450,191515,139868,132474,0.7303239955094901,N
13925,1996,KOLATHUR,CHENNASAMY A.,N,IND,M,450,191515,139868,132474,0.7303239955094901,N
13926,1996,KOLATHUR,ELUVAN R.S.,N,IND,M,306,191515,139868,132474,0.7303239955094901,N
13926,1996,KOLATHUR,ELUVAN R.S.,N,IND,M,306,191515,139868,132474,0.7303239955094901,N
13927,1996,KOLATHUR,RAVI R.,N,IND,M,300,191515,139868,132474,0.7303239955094901,N
13928,1996,KOLATHUR,PANNEERSELVAMA.,N,IND,M,236,191515,139868,132474,0.7303239955094901,N
13929,1996,KOLATHUR,SELVARASU M.,N,IND,M,207,191515,139868,132474,0.7303239955094901,N
13930,1996,KOLATHUR,PARIVALAL N.,N,IND,M,139,191515,139868,132474,0.7303239955094901,N
13931,1996,KOLATHUR,VIJAYARAMAN R.,N,IND,M,78,191515,139868,132474,0.7303239955094901,N
13932,1996,PUDUKKOTTAI,PERIANNAN A.,W,DMK,M,79205,199005,145892,139794,0.7331072083615989,N
13933,1996,PUDUKKOTTAI,SWAMINATHAN S.C.,N,INC,M,36422,199005,145892,139794,0.7331072083615989,W
13934,1996,PUDUKKOTTAI,MANI V.N.,N,MDMK,M,14165,199005,145892,139794,0.7331072083615989,N
13934,1996,PUDUKKOTTAI,MANI V.N.,N,MDMK,M,14165,199005,145892,139794,0.7331072083615989,N
13935,1996,PUDUKKOTTAI,SHARIFF K.,N,PMK,M,2244,199005,145892,139794,0.7331072083615989,N
13936,1996,PUDUKKOTTAI,SUBBIAH K.R.,N,IND,M,2234,199005,145892,139794,0.7331072083615989,N
13936,1996,PUDUKKOTTAI,SUBBIAH K.R.,N,IND,M,2234,199005,145892,139794,0.7331072083615989,N
13937,1996,PUDUKKOTTAI,RAVI P.,N,BJP,M,1348,199005,145892,139794,0.7331072083615989,W
13938,1996,PUDUKKOTTAI,BALAKRISHNAN P.,N,IND,M,978,199005,145892,139794,0.7331072083615989,N
13939,1996,PUDUKKOTTAI,RAJA M.,N,IND,M,480,199005,145892,139794,0.7331072083615989,N
13940,1996,PUDUKKOTTAI,SREENIVASAN S.,N,IND,M,449,199005,145892,139794,0.7331072083615989,N
13941,1996,PUDUKKOTTAI,RAJENDRAN A.,N,IND,M,313,199005,145892,139794,0.7331072083615989,N
13942,1996,PUDUKKOTTAI,SAMINATHAN S.,N,IND,M,255,199005,145892,139794,0.7331072083615989,N
13942,1996,PUDUKKOTTAI,SAMINATHAN S.,N,IND,M,255,199005,145892,139794,0.7331072083615989,N
13943,1996,PUDUKKOTTAI,GOPALAKRISHNAN N.,N,IND,M,247,199005,145892,139794,0.7331072083615989,N
13944,1996,PUDUKKOTTAI,GANDHI R.,N,IND,F,200,199005,145892,139794,0.7331072083615989,N
13945,1996,PUDUKKOTTAI,THILAGAVATHI S.,N,IND,F,168,199005,145892,139794,0.7331072083615989,N
13946,1996,PUDUKKOTTAI,KANDAN M.,N,IND,M,164,199005,145892,139794,0.7331072083615989,N
13947,1996,PUDUKKOTTAI,MARUTHAMUTHU R.,N,IND,M,151,199005,145892,139794,0.7331072083615989,N
13948,1996,PUDUKKOTTAI,SHANMUGANATHAN V.,N,IND,M,149,199005,145892,139794,0.7331072083615989,N
13949,1996,PUDUKKOTTAI,RAMESH S.,N,IND,M,143,199005,145892,139794,0.7331072083615989,W
13950,1996,PUDUKKOTTAI,PARAMASIVAMR.,N,IND,M,137,199005,145892,139794,0.7331072083615989,N
13951,1996,PUDUKKOTTAI,GANESH RAMA.,N,IND,M,129,199005,145892,139794,0.7331072083615989,N
13952,1996,PUDUKKOTTAI,IBRAHIMU.,N,IND,M,123,199005,145892,139794,0.7331072083615989,N
13953,1996,PUDUKKOTTAI,PERIYASAMY A.,N,IND,M,90,199005,145892,139794,0.7331072083615989,N
13953,1996,PUDUKKOTTAI,PERIYASAMY A.,N,IND,M,90,199005,145892,139794,0.7331072083615989,N
13954,1996,ALANGUDI,VENKATACHALAMA.,W,IND,M,35345,194721,147393,138176,0.7569445514351303,N
13955,1996,ALANGUDI,ERASASEKARAN S.,N,CPI,M,34693,194721,147393,138176,0.7569445514351303,N
13955,1996,ALANGUDI,ERASASEKARAN S.,N,CPI,M,34693,194721,147393,138176,0.7569445514351303,W
13956,1996,ALANGUDI,RAMAN V.P.,N,ADMK,M,26623,194721,147393,138176,0.7569445514351303,N
13957,1996,ALANGUDI,CHANDRASEKARAN K.,N,MDMK,M,15904,194721,147393,138176,0.7569445514351303,W
13958,1996,ALANGUDI,GANESAN V.C.,N,AIIC(T),M,15625,194721,147393,138176,0.7569445514351303,N
13959,1996,ALANGUDI,GURUMOORTHI N.,N,IND,M,5712,194721,147393,138176,0.7569445514351303,N
13960,1996,ALANGUDI,VETRISELVAN S.,N,IND,M,999,194721,147393,138176,0.7569445514351303,N
13960,1996,ALANGUDI,VETRISELVAN S.,N,IND,M,999,194721,147393,138176,0.7569445514351303,N
13961,1996,ALANGUDI,RAJAPPU TRIRUMATRI K.,N,BJP,F,865,194721,147393,138176,0.7569445514351303,N
13962,1996,ALANGUDI,KARUKARAN V.,N,IND,M,554,194721,147393,138176,0.7569445514351303,N
13962,1996,ALANGUDI,KARUKARAN V.,N,IND,M,554,194721,147393,138176,0.7569445514351303,N
13963,1996,ALANGUDI,MUTHUVEL S.R.,N,IND,M,509,194721,147393,138176,0.7569445514351303,N
13964,1996,ALANGUDI,RAMANATHAN S.,N,IND,M,339,194721,147393,138176,0.7569445514351303,N
13965,1996,ALANGUDI,NAGUR MOHIDEEN M.,N,IND,M,324,194721,147393,138176,0.7569445514351303,N
